citing_paper,.out,time_unit,Species
"Villelli, MB 2012 THE GLOBAL AND THE LOCAL IN COLONIALITY: DAILY PRACTICES AT NUEVA
   POBLACION Y FUERTE DE FLORIDABLANCA, SAN JULIAN BAY, DURING THE
   EIGHTEENTH CENTURY. INTERSECCIONES EN ANTROPOLOGIA",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,2012,community 1
"Villelli, MB 2012 THE GLOBAL AND THE LOCAL IN COLONIALITY: DAILY PRACTICES AT NUEVA
   POBLACION Y FUERTE DE FLORIDABLANCA, SAN JULIAN BAY, DURING THE
   EIGHTEENTH CENTURY. INTERSECCIONES EN ANTROPOLOGIA",DEETZ J 1977 SMALL THINGS FORGOTT,2012,community 13
"Villelli, MB 2012 THE GLOBAL AND THE LOCAL IN COLONIALITY: DAILY PRACTICES AT NUEVA
   POBLACION Y FUERTE DE FLORIDABLANCA, SAN JULIAN BAY, DURING THE
   EIGHTEENTH CENTURY. INTERSECCIONES EN ANTROPOLOGIA",GIDDENS ANTHONY 1984 CONSTITUTION SOC,2012,community 1
"Villelli, MB 2012 THE GLOBAL AND THE LOCAL IN COLONIALITY: DAILY PRACTICES AT NUEVA
   POBLACION Y FUERTE DE FLORIDABLANCA, SAN JULIAN BAY, DURING THE
   EIGHTEENTH CENTURY. INTERSECCIONES EN ANTROPOLOGIA",LIGHTFOOT KG 1998 AM ANTIQUITY V63 P199 DOI 1023072694694,2012,community 1
"Villelli, MB 2012 THE GLOBAL AND THE LOCAL IN COLONIALITY: DAILY PRACTICES AT NUEVA
   POBLACION Y FUERTE DE FLORIDABLANCA, SAN JULIAN BAY, DURING THE
   EIGHTEENTH CENTURY. INTERSECCIONES EN ANTROPOLOGIA",ORSER C 1996 HIST ARCHAEOLOGY MOD,2012,community 13
"Castro, JC 2012 ARCHAEOLOGY IN EL PALMAR NATIONAL PARK: AVAILABILITY AND EXPLOITATION OF
   LITHIC RAW MATERIALS. INTERSECCIONES EN ANTROPOLOGIA",ANDREFSKY W 1994 AM ANTIQUITY V59 P21,2012,community 4
"Castro, JC 2012 ARCHAEOLOGY IN EL PALMAR NATIONAL PARK: AVAILABILITY AND EXPLOITATION OF
   LITHIC RAW MATERIALS. INTERSECCIONES EN ANTROPOLOGIA",BAMFORTH DB 1986 AM ANTIQUITY V51 P38 DOI 102307280392,2012,community 4
"Castro, JC 2012 ARCHAEOLOGY IN EL PALMAR NATIONAL PARK: AVAILABILITY AND EXPLOITATION OF
   LITHIC RAW MATERIALS. INTERSECCIONES EN ANTROPOLOGIA",RICE P M 1987 POTTERY ANAL SOURCEB,2012,community 17
"Castro, JC 2012 ARCHAEOLOGY IN EL PALMAR NATIONAL PARK: AVAILABILITY AND EXPLOITATION OF
   LITHIC RAW MATERIALS. INTERSECCIONES EN ANTROPOLOGIA",RYE OS 1981 POTTERY TECHNOLOGY P,2012,community 17
"Vitores, M 2012 UNFIRED POTTERY IN NORTHWESTERN PATAGONIA: A CHILDREN'S INDUSTRY? INTERSECCIONES EN ANTROPOLOGIA",RYE OS 1981 POTTERY TECHNOLOGY P,2012,community 17
"Bikoulis, P 2012 Revisiting prehistoric sites in the Goksu valley: a GIS and social
   network approach ANATOLIAN STUDIES",CONOLLY J 2006 GEOGRAPHICAL INFORM,2012,community 23
"Hopkins, JB
   Ferguson, JM 2012 Estimating the Diets of Animals Using Stable Isotopes and a
   Comprehensive Bayesian Mixing Model PLOS ONE",AMBROSE S 1993 PREHISTORIC HUMAN BO P1,2012,community 3
"Hopkins, JB
   Ferguson, JM 2012 Estimating the Diets of Animals Using Stable Isotopes and a
   Comprehensive Bayesian Mixing Model PLOS ONE",DENIRO MJ 1978 GEOCHIM COSMOCHIM AC V42 P495 DOI 1010160016703778901990,2012,community 3
"Hopkins, JB
   Ferguson, JM 2012 Estimating the Diets of Animals Using Stable Isotopes and a
   Comprehensive Bayesian Mixing Model PLOS ONE",DENIRO MJ 1981 GEOCHIM COSMOCHIM AC V45 P341 DOI 1010160016703781902441,2012,community 3
"Rendu, W
   Costamagno, S
   Meignen, L
   Soulier, MC 2012 Monospecific faunal spectra in Mousterian contexts: Implications for
   social behavior QUATERNARY INTERNATIONAL",BINFORD L 1978 NUNAMIUT ETHNOARCHAE,2012,community 4
"Rendu, W
   Costamagno, S
   Meignen, L
   Soulier, MC 2012 Monospecific faunal spectra in Mousterian contexts: Implications for
   social behavior QUATERNARY INTERNATIONAL",BINFORD LR 1980 AM ANTIQUITY V45 P4 DOI 102307279653,2012,community 4
"Vaquero, M
   Chacon, MG
   Garcia-Anton, MD
   de Soler, BG
   Martinez, K
   Cuartero, F 2012 Time and space in the formation of lithic assemblages: The example of
   Abric Romani Level J QUATERNARY INTERNATIONAL",BAILEY G 2007 J ANTHROPOL ARCHAEOL V26 P198 DOI 101016JJAA200608002,2012,community 18
"Vaquero, M
   Chacon, MG
   Garcia-Anton, MD
   de Soler, BG
   Martinez, K
   Cuartero, F 2012 Time and space in the formation of lithic assemblages: The example of
   Abric Romani Level J QUATERNARY INTERNATIONAL",BAILEY GN 1983 ANNU REV ANTHROPOL V12 P165 DOI 101146ANNUREVAN12100183001121,2012,community 18
"Vaquero, M
   Chacon, MG
   Garcia-Anton, MD
   de Soler, BG
   Martinez, K
   Cuartero, F 2012 Time and space in the formation of lithic assemblages: The example of
   Abric Romani Level J QUATERNARY INTERNATIONAL",BINFORD LEWIS R 1981 J ANTHROPOL RES V37 P195,2012,community 12
"Vaquero, M
   Chacon, MG
   Garcia-Anton, MD
   de Soler, BG
   Martinez, K
   Cuartero, F 2012 Time and space in the formation of lithic assemblages: The example of
   Abric Romani Level J QUATERNARY INTERNATIONAL",GIDDENS A 1979 CENTRAL PROBLEMS SOC,2012,community 1
"Vaquero, M
   Chacon, MG
   Garcia-Anton, MD
   de Soler, BG
   Martinez, K
   Cuartero, F 2012 Time and space in the formation of lithic assemblages: The example of
   Abric Romani Level J QUATERNARY INTERNATIONAL",SCHIFFER MB 1985 J ANTHROPOL RES V41 P18,2012,community 12
"Becker, GD
   Sargent, WLW
   Rauch, M
   Carswell, RF 2012 IRON AND alpha-ELEMENT PRODUCTION IN THE FIRST ONE BILLION YEARS AFTER
   THE BIG BANG ASTROPHYSICAL JOURNAL",BEERS TC 2005 ANNU REV ASTRON ASTR V43 P531 DOI 101146ANNUREVASTRO42053102134057,2012,community 26
"Becker, GD
   Sargent, WLW
   Rauch, M
   Carswell, RF 2012 IRON AND alpha-ELEMENT PRODUCTION IN THE FIRST ONE BILLION YEARS AFTER
   THE BIG BANG ASTROPHYSICAL JOURNAL",CAYREL R 2004 ASTRON ASTROPHYS V416 P1117 DOI 1010510004636120034074,2012,community 26
"Yamaoka, T 2012 Use and maintenance of trapezoids in the initial Early Upper Paleolithic
   of the Japanese Islands QUATERNARY INTERNATIONAL",BINFORD LR 1980 AM ANTIQUITY V45 P4 DOI 102307279653,2012,community 4
"Yamaoka, T 2012 Use and maintenance of trapezoids in the initial Early Upper Paleolithic
   of the Japanese Islands QUATERNARY INTERNATIONAL",KEELEY L H 1980 EXPT DETERMINATION S,2012,community 20
"Yamaoka, T 2012 Use and maintenance of trapezoids in the initial Early Upper Paleolithic
   of the Japanese Islands QUATERNARY INTERNATIONAL",MCBREARTY S 2000 J HUM EVOL V39 P453 DOI 101006JHEV20000435,2012,community 2
"McNiven, IJ
   Crouch, J
   Richards, T
   Dolby, N
   Jacobsen, G 2012 Dating Aboriginal stone-walled fishtraps at Lake Condah, southeast
   Australia JOURNAL OF ARCHAEOLOGICAL SCIENCE",STUIVER M 1993 RADIOCARBON V35 P35,2012,community 9
"Markofsky, S
   Bevan, A 2012 Directional analysis of surface artefact distributions: a case study
   from the Murghab Delta, Turkmenistan JOURNAL OF ARCHAEOLOGICAL SCIENCE",CONOLLY J 2006 GEOGRAPHICAL INFORM,2012,community 23
"Karr, LP
   Outram, AK 2012 Tracking changes in bone fracture morphology over time: environment,
   taphonomy, and the archaeological record JOURNAL OF ARCHAEOLOGICAL SCIENCE",BEHRENSMEYER AK 1978 PALEOBIOLOGY V4 P150,2012,community 4
"Pollard, AM
   Ditchfield, P
   Piva, E
   Wallis, S
   Falys, C
   Ford, S 2012 'SPROUTING LIKE COCKLE AMONGST THE WHEAT': THE ST BRICE'S DAY MASSACRE
   AND THE ISOTOPIC ANALYSIS OF HUMAN BONES FROM ST JOHN'S COLLEGE, OXFORD OXFORD JOURNAL OF ARCHAEOLOGY",RAMSEY CB 2009 RADIOCARBON V51 P337,2012,community 9
"Kligmann, DM
   Calderari, M 2012 DIATOMS AND CERAMIC PROVENANCE: A CAUTIONARY TALE ARCHAEOMETRY",ARNOLD DEAN E 1985 CERAMIC THEORY CULTU,2012,community 17
"Kligmann, DM
   Calderari, M 2012 DIATOMS AND CERAMIC PROVENANCE: A CAUTIONARY TALE ARCHAEOMETRY",RICE P M 1987 POTTERY ANAL SOURCEB,2012,community 17
"Porcic, M 2012 Effects of Residential Mobility on the Ratio of Average House Floor Area
   to Average Household Size: Implications for Demographic Reconstructions
   in Archaeology CROSS-CULTURAL RESEARCH",BINFORD LR 2001 CONSTRUCTING FRAMES,2012,community 4
"Porcic, M 2012 Effects of Residential Mobility on the Ratio of Average House Floor Area
   to Average Household Size: Implications for Demographic Reconstructions
   in Archaeology CROSS-CULTURAL RESEARCH",BOYD R 1985 CULTURE EVOLUTIONARY,2012,community 2
"Porcic, M 2012 Effects of Residential Mobility on the Ratio of Average House Floor Area
   to Average Household Size: Implications for Demographic Reconstructions
   in Archaeology CROSS-CULTURAL RESEARCH",HENRICH J 2004 AM ANTIQUITY V69 P197 DOI 1023074128416,2012,community 2
"Porcic, M 2012 Effects of Residential Mobility on the Ratio of Average House Floor Area
   to Average Household Size: Implications for Demographic Reconstructions
   in Archaeology CROSS-CULTURAL RESEARCH",SHENNAN S J 2002 GENES MEMES HUMAN HI,2012,community 2
"Porcic, M 2012 Effects of Residential Mobility on the Ratio of Average House Floor Area
   to Average Household Size: Implications for Demographic Reconstructions
   in Archaeology CROSS-CULTURAL RESEARCH",WILK RR 1982 AM BEHAV SCI V25 P617 DOI 101177000276482025006003,2012,community 35
"Swenson, E 2012 Moche ceremonial architecture as thirdspace: The politics of
   place-making in the ancient Andes JOURNAL OF SOCIAL ARCHAEOLOGY",INGOLD T 2000 PERCEPTION ENV ESSAY,2012,community 1
"Swenson, E 2012 Moche ceremonial architecture as thirdspace: The politics of
   place-making in the ancient Andes JOURNAL OF SOCIAL ARCHAEOLOGY",SMITH AT 2003 POLITICAL LANDSCAPE CONSTELLATIONS OF AUTHORITY IN EARLY COMPLEX POLITIES P1,2012,community 1
"Swenson, E 2012 Moche ceremonial architecture as thirdspace: The politics of
   place-making in the ancient Andes JOURNAL OF SOCIAL ARCHAEOLOGY",TILLEY C 1994 PHENOMENOLOGY LANDSC,2012,community 1
"Cummings, V 2012 What lies beneath: Thinking about the qualities and essences of stone
   and wood in the chambered tomb architecture of Neolithic Britain and
   Ireland JOURNAL OF SOCIAL ARCHAEOLOGY",BRADLEY RICHARD 2000 ARCHAEOLOGY NATURAL,2012,community 1
"Cummings, V 2012 What lies beneath: Thinking about the qualities and essences of stone
   and wood in the chambered tomb architecture of Neolithic Britain and
   Ireland JOURNAL OF SOCIAL ARCHAEOLOGY",GOSDEN C 1999 WORLD ARCHAEOL V31 P169,2012,community 1
"Cummings, V 2012 What lies beneath: Thinking about the qualities and essences of stone
   and wood in the chambered tomb architecture of Neolithic Britain and
   Ireland JOURNAL OF SOCIAL ARCHAEOLOGY",INGOLD T 2007 ARCHAEOL DIALOG V14 P1 DOI DOI 101017S1380203807002127,2012,community 1
"Cummings, V 2012 What lies beneath: Thinking about the qualities and essences of stone
   and wood in the chambered tomb architecture of Neolithic Britain and
   Ireland JOURNAL OF SOCIAL ARCHAEOLOGY",KOPYTOFF IGOR 1986 SOCIAL LIFE THINGS C P64 DOI DOI 101017CBO9780511819582,2012,community 1
"Cummings, V 2012 What lies beneath: Thinking about the qualities and essences of stone
   and wood in the chambered tomb architecture of Neolithic Britain and
   Ireland JOURNAL OF SOCIAL ARCHAEOLOGY",TILLEY C 1994 PHENOMENOLOGY LANDSC,2012,community 1
"Naum, M 2012 Ambiguous pots: Everyday practice, migration and materiality. The case
   of medieval Baltic ware on the island of Bornholm (Denmark) JOURNAL OF SOCIAL ARCHAEOLOGY",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,2012,community 1
"Naum, M 2012 Ambiguous pots: Everyday practice, migration and materiality. The case
   of medieval Baltic ware on the island of Bornholm (Denmark) JOURNAL OF SOCIAL ARCHAEOLOGY",BOYD R 1985 CULTURE EVOLUTIONARY,2012,community 2
"Naum, M 2012 Ambiguous pots: Everyday practice, migration and materiality. The case
   of medieval Baltic ware on the island of Bornholm (Denmark) JOURNAL OF SOCIAL ARCHAEOLOGY",DOBRES MARCIA ANNE 2000 TECHNOLOGY SOCIAL AG,2012,community 1
"Naum, M 2012 Ambiguous pots: Everyday practice, migration and materiality. The case
   of medieval Baltic ware on the island of Bornholm (Denmark) JOURNAL OF SOCIAL ARCHAEOLOGY",GIDDENS A 1984 CONSTITUTION SOC OUT,2012,community 1
"Naum, M 2012 Ambiguous pots: Everyday practice, migration and materiality. The case
   of medieval Baltic ware on the island of Bornholm (Denmark) JOURNAL OF SOCIAL ARCHAEOLOGY",OLSEN BJORNAR 2003 NORWEGIAN ARCHAEOLOG V36 P87 DOI DOI 10108000293650310000650,2012,community 1
"McAnany, PA
   Parks, S 2012 Casualties of Heritage Distancing Children, Ch'orti' Indigeneity, and
   the Copan Archaeoscape CURRENT ANTHROPOLOGY",INGOLD T 1993 WORLD ARCHAEOL V25 P152,2012,community 1
"McAnany, PA
   Parks, S 2012 Casualties of Heritage Distancing Children, Ch'orti' Indigeneity, and
   the Copan Archaeoscape CURRENT ANTHROPOLOGY",LATOUR B 2005 REASSEMBLING SOCIAL,2012,community 1
"Yao, A 2012 Sarmatian Mirrors and Han Ingots (100 BC-AD 100): How the Foreign became
   Local and Vice Versa CAMBRIDGE ARCHAEOLOGICAL JOURNAL",FERGUSON L 1992 UNCOMMON GROUND ARCH,2012,community 33
"Yao, A 2012 Sarmatian Mirrors and Han Ingots (100 BC-AD 100): How the Foreign became
   Local and Vice Versa CAMBRIDGE ARCHAEOLOGICAL JOURNAL",GOSDEN C 2004 ARCHAEOLOGY COLONIAL,2012,community 6
"Yao, A 2012 Sarmatian Mirrors and Han Ingots (100 BC-AD 100): How the Foreign became
   Local and Vice Versa CAMBRIDGE ARCHAEOLOGICAL JOURNAL",LIGHTFOOT KG 1995 AM ANTIQUITY V60 P199 DOI 102307282137,2012,community 6
"Yao, A 2012 Sarmatian Mirrors and Han Ingots (100 BC-AD 100): How the Foreign became
   Local and Vice Versa CAMBRIDGE ARCHAEOLOGICAL JOURNAL",SILLIMAN SW 2009 AM ANTIQUITY V74 P211,2012,community 6
"Yao, A 2012 Sarmatian Mirrors and Han Ingots (100 BC-AD 100): How the Foreign became
   Local and Vice Versa CAMBRIDGE ARCHAEOLOGICAL JOURNAL",SILLIMAN SW 2005 AM ANTIQUITY V70 P55,2012,community 6
"Yao, A 2012 Sarmatian Mirrors and Han Ingots (100 BC-AD 100): How the Foreign became
   Local and Vice Versa CAMBRIDGE ARCHAEOLOGICAL JOURNAL",THOMAS NICHOLAS 1991 ENTANGLED OBJECTS EX,2012,community 6
"Byrne, S 2012 Community Archaeology as Knowledge Management: Reflections from Uneapa
   Island, Papua New Guinea PUBLIC ARCHAEOLOGY",BARRETT JOHN C 1994 FRAGMENTS ANTIQUITY,2012,community 1
"Byrne, S 2012 Community Archaeology as Knowledge Management: Reflections from Uneapa
   Island, Papua New Guinea PUBLIC ARCHAEOLOGY",MARSHALL Y 2002 WORLD ARCHAEOL V34 P211 DOI 1010800043824022000007062,2012,community 30
"Byrne, S 2012 Community Archaeology as Knowledge Management: Reflections from Uneapa
   Island, Papua New Guinea PUBLIC ARCHAEOLOGY",MOSER S 2002 WORLD ARCHAEOL V34 P220 DOI 1010800043824022000007071,2012,community 30
"Byrne, S 2012 Community Archaeology as Knowledge Management: Reflections from Uneapa
   Island, Papua New Guinea PUBLIC ARCHAEOLOGY",SMITH L 2004 ARCHAEOLOGICAL THEOR,2012,community 31
"Byrne, S 2012 Community Archaeology as Knowledge Management: Reflections from Uneapa
   Island, Papua New Guinea PUBLIC ARCHAEOLOGY",SMITH L 2006 USES HERITAGE,2012,community 31
"Byrne, S 2012 Community Archaeology as Knowledge Management: Reflections from Uneapa
   Island, Papua New Guinea PUBLIC ARCHAEOLOGY",THOMAS J 1996 TIME CULTURE IDENTIT,2012,community 1
"van Wijngaarden, GJ 2012 Immaterial landscapes: Homeric geography and the Ionian Islands in
   Greece QUATERNARY INTERNATIONAL",TILLEY C 1994 PHENOMENOLOGY LANDSC,2012,community 1
"Smith, GM 2012 Middle Palaeolithic subsistence: The role of hominins at Lynford,
   Norfolk, UK QUATERNARY INTERNATIONAL",BAILEY G 2007 J ANTHROPOL ARCHAEOL V26 P198 DOI 101016JJAA200608002,2012,community 18
"Smith, GM 2012 Middle Palaeolithic subsistence: The role of hominins at Lynford,
   Norfolk, UK QUATERNARY INTERNATIONAL",BAILEY GN 1983 ANNU REV ANTHROPOL V12 P165 DOI 101146ANNUREVAN12100183001121,2012,community 18
"Smith, GM 2012 Middle Palaeolithic subsistence: The role of hominins at Lynford,
   Norfolk, UK QUATERNARY INTERNATIONAL",BINFORD L 1981 BONES ANCIENT MEN MO,2012,community 4
"Smith, GM 2012 Middle Palaeolithic subsistence: The role of hominins at Lynford,
   Norfolk, UK QUATERNARY INTERNATIONAL",LYMAN R L 1994 VERTEBRATE TAPHONOMY,2012,community 4
"Sobel, EA 2012 An archaeological test of the ""Exchange Expansion Model"" of contact era
   change on the Northwest Coast JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",LIGHTFOOT KG 1995 AM ANTIQUITY V60 P199 DOI 102307282137,2012,community 6
"Sobel, EA 2012 An archaeological test of the ""Exchange Expansion Model"" of contact era
   change on the Northwest Coast JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",LYMAN RL 2008 CAMB MAN ARCHAEOL P1 DOI 101017CBO9780511813863,2012,community 4
"Sobel, EA 2012 An archaeological test of the ""Exchange Expansion Model"" of contact era
   change on the Northwest Coast JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",SILLIMAN SW 2005 AM ANTIQUITY V70 P55,2012,community 6
"Ross, DE 2012 Transnational artifacts: Grappling with fluid material origins and
   identities in archaeological interpretations of culture change JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",RUBERTONE PE 2000 ANNU REV ANTHROPOL V29 P425 DOI 101146ANNUREVANTHRO291425,2012,community 6
"Ross, DE 2012 Transnational artifacts: Grappling with fluid material origins and
   identities in archaeological interpretations of culture change JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",SILLIMAN SW 2009 AM ANTIQUITY V74 P211,2012,community 6
"Ross, DE 2012 Transnational artifacts: Grappling with fluid material origins and
   identities in archaeological interpretations of culture change JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",SILLIMAN SW 2005 AM ANTIQUITY V70 P55,2012,community 6
"Thompson, VD
   Pluckhahn, TJ 2012 Monumentalization and ritual landscapes at Fort Center in the Lake
   Okeechobee basin of South Florida JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",BAILEY G 2007 J ANTHROPOL ARCHAEOL V26 P198 DOI 101016JJAA200608002,2012,community 18
"Thompson, VD
   Pluckhahn, TJ 2012 Monumentalization and ritual landscapes at Fort Center in the Lake
   Okeechobee basin of South Florida JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",BRADLEY R 1998 SIGNIFICANCE MONUMEN,2012,community 1
"Thompson, VD
   Pluckhahn, TJ 2012 Monumentalization and ritual landscapes at Fort Center in the Lake
   Okeechobee basin of South Florida JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",DONEUS M 2008 J ARCHAEOL SCI V35 P882 DOI 101016JJAS200706013,2012,community 34
"Moreno, E 2012 The construction of hunting sceneries: Interactions between humans,
   animals and landscape in the Antofalla valley, Catamarca, Argentina JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,2012,community 1
"Moreno, E 2012 The construction of hunting sceneries: Interactions between humans,
   animals and landscape in the Antofalla valley, Catamarca, Argentina JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",GIDDENS A 1984 CONSTITUTION SOC OUT,2012,community 1
"Moreno, E 2012 The construction of hunting sceneries: Interactions between humans,
   animals and landscape in the Antofalla valley, Catamarca, Argentina JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",INGOLD T 1993 WORLD ARCHAEOL V25 P152,2012,community 1
"Moreno, E 2012 The construction of hunting sceneries: Interactions between humans,
   animals and landscape in the Antofalla valley, Catamarca, Argentina JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY",THOMAS J 1996 TIME CULTURE IDENTIT,2012,community 1
"White, CL 2012 AT HOME DURING THE DEPRESSION IN RABBITHOLE SPRINGS, NEVADA, USA HOME CULTURES",DEETZ J 1977 SMALL THINGS FORGOTT,2012,community 13
"White, CL 2012 AT HOME DURING THE DEPRESSION IN RABBITHOLE SPRINGS, NEVADA, USA HOME CULTURES",GLASSIE H 1975 FOLK HOUSING MIDDLE,2012,community 13
"Grier, C
   Kim, J 2012 RESOURCE CONTROL AND THE DEVELOPMENT OF POLITICAL ECONOMIES IN
   SMALL-SCALE SOCIETIES Contrasting Prehistoric Southwestern Korea and the
   Coast Salish Region of Northwestern North America JOURNAL OF ANTHROPOLOGICAL RESEARCH",HENDON JA 1996 ANNU REV ANTHROPOL V25 P45 DOI 101146ANNUREVANTHRO25145,2012,community 35
"Grier, C
   Kim, J 2012 RESOURCE CONTROL AND THE DEVELOPMENT OF POLITICAL ECONOMIES IN
   SMALL-SCALE SOCIETIES Contrasting Prehistoric Southwestern Korea and the
   Coast Salish Region of Northwestern North America JOURNAL OF ANTHROPOLOGICAL RESEARCH",WILK RR 1982 AM BEHAV SCI V25 P617 DOI 101177000276482025006003,2012,community 35
"Valdez, LM 2012 MOLLE BEER PRODUCTION IN A PERUVIAN CENTRAL HIGHLAND VALLEY JOURNAL OF ANTHROPOLOGICAL RESEARCH",ARNOLD DEAN E 1985 CERAMIC THEORY CULTU,2012,community 17
"Warrick, G 2012 Buried Stories: Archaeology and Aboriginal Peoples of the Grand River,
   Ontario JOURNAL OF CANADIAN STUDIES-REVUE D ETUDES CANADIENNES",SILLIMAN STEPHEN W 2008 COLLABORATING TROWEL,2012,community 38
"Rosenswig, RM 2012 Materialism, Mode of Production, and a Millennium of Change in Southern
   Mexico JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",BAILEY G 2007 J ANTHROPOL ARCHAEOL V26 P198 DOI 101016JJAA200608002,2012,community 18
"Rosenswig, RM 2012 Materialism, Mode of Production, and a Millennium of Change in Southern
   Mexico JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,2012,community 1
"Rosenswig, RM 2012 Materialism, Mode of Production, and a Millennium of Change in Southern
   Mexico JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",DOBRES MARCIAANNE 2000 AGENCY ARCHAEOLOGY,2012,community 1
"Rosenswig, RM 2012 Materialism, Mode of Production, and a Millennium of Change in Southern
   Mexico JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY",GIDDENS A 1984 CONSTITUTION SOC OUT,2012,community 1
